ServerName,DatabaseName,DatabaseFileName,FileType,TimeDataCollected,CounterName,AggregatorType,Value
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FRM,Occurence,19
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FRM,Variance,0
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FRM,Max,0
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FWM,Mean,0
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FWM,Occurence,19
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FWM,Variance,0
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FWM,Max,0
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FNW,Mean,0
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FNW,Occurence,19
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FNW,Variance,0
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FNW,Max,0
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FNR,Mean,0
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FNR,Occurence,19
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FNR,Variance,0
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FNR,Max,0
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FRL,Mean,0
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FRL,Occurence,19
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FRL,Variance,0
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FRL,Max,0
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FWL,Mean,0
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FWL,Occurence,19
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FWL,Variance,0
LEGACYSQL2012,TEAM04_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM4.mdf,ROWS,2021-11-15 12:01:00,FWL,Max,0
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FRM,Mean,0
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FRM,Occurence,19
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FRM,Variance,0
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FRM,Max,0
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FWM,Mean,0
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FWM,Occurence,19
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FWM,Variance,0
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FWM,Max,0
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FNW,Mean,0
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FNW,Occurence,19
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FNW,Variance,0
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FNW,Max,0
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FNR,Mean,0
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FNR,Occurence,19
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FNR,Variance,0
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FNR,Max,0
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FRL,Mean,0
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FRL,Occurence,19
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FRL,Variance,0
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FRL,Max,0
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FWL,Mean,0
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FWL,Occurence,19
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FWL,Variance,0
LEGACYSQL2012,TEAM05_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM5.mdf,ROWS,2021-11-15 12:01:00,FWL,Max,0
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FRM,Mean,0
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FRM,Occurence,19
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FRM,Variance,0
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FRM,Max,0
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FWM,Mean,0
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FWM,Occurence,19
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FWM,Variance,0
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FWM,Max,0
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FNW,Mean,0
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FNW,Occurence,19
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FNW,Variance,0
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FNW,Max,0
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FNR,Mean,0
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FNR,Occurence,19
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FNR,Variance,0
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FNR,Max,0
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FRL,Mean,0
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FRL,Occurence,19
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FRL,Variance,0
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FRL,Max,0
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FWL,Mean,0
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FWL,Occurence,19
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FWL,Variance,0
LEGACYSQL2012,TEAM06_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM6.mdf,ROWS,2021-11-15 12:01:00,FWL,Max,0
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FRM,Mean,0
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FRM,Occurence,19
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FRM,Variance,0
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FRM,Max,0
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FWM,Mean,0
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FWM,Occurence,19
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FWM,Variance,0
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FWM,Max,0
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FNW,Mean,0
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FNW,Occurence,19
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FNW,Variance,0
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FNW,Max,0
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FNR,Mean,0
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FNR,Occurence,19
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FNR,Variance,0
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FNR,Max,0
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FRL,Mean,0
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FRL,Occurence,19
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FRL,Variance,0
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FRL,Max,0
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FWL,Mean,0
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FWL,Occurence,19
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FWL,Variance,0
LEGACYSQL2012,TEAM07_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM7.mdf,ROWS,2021-11-15 12:01:00,FWL,Max,0
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FRM,Mean,0
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FRM,Occurence,19
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FRM,Variance,0
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FRM,Max,0
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FWM,Mean,0
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FWM,Occurence,19
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FWM,Variance,0
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FWM,Max,0
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FNW,Mean,0
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FNW,Occurence,19
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FNW,Variance,0
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FNW,Max,0
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FNR,Mean,0
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FNR,Occurence,19
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FNR,Variance,0
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FNR,Max,0
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FRL,Mean,0
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FRL,Occurence,19
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FRL,Variance,0
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FRL,Max,0
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FWL,Mean,0
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FWL,Occurence,19
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FWL,Variance,0
LEGACYSQL2012,TEAM08_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM8.mdf,ROWS,2021-11-15 12:01:00,FWL,Max,0
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FRM,Mean,0
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FRM,Occurence,19
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FRM,Variance,0
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FRM,Max,0
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FWM,Mean,0
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FWM,Occurence,19
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FWM,Variance,0
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FWM,Max,0
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FNW,Mean,0
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FNW,Occurence,19
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FNW,Variance,0
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FNW,Max,0
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FNR,Mean,0
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FNR,Occurence,19
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FNR,Variance,0
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FNR,Max,0
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FRL,Mean,0
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FRL,Occurence,19
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FRL,Variance,0
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FRL,Max,0
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FWL,Mean,0
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FWL,Occurence,19
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FWL,Variance,0
LEGACYSQL2012,TEAM09_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM9.mdf,ROWS,2021-11-15 12:01:00,FWL,Max,0
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FRM,Mean,0
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FRM,Occurence,19
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FRM,Variance,0
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FRM,Max,0
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FWM,Mean,0
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FWM,Occurence,19
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FWM,Variance,0
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FWM,Max,0
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FNW,Mean,0
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FNW,Occurence,19
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FNW,Variance,0
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FNW,Max,0
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FNR,Mean,0
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FNR,Occurence,19
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FNR,Variance,0
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FNR,Max,0
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FRL,Mean,0
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FRL,Occurence,19
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FRL,Variance,0
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FRL,Max,0
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FWL,Mean,0
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FWL,Occurence,19
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FWL,Variance,0
LEGACYSQL2012,TEAM10_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM10.mdf,ROWS,2021-11-15 12:01:00,FWL,Max,0
LEGACYSQL2012,TEAM11_SharedMasterDataDB,C:\Data\SharedMasterDataDB_TEAM11.mdf,ROWS,2021-11-15 12:01:00,FRM,Mean,0
